disease,window,state,concern,burden,pool_burden,D,D_lo,D_hi,excludes_zero,burden_percentile,trend,gop_margin,gate,action,reason,content_row,target_row
covid,October 1 - October 25,me,36.0,0.4775,0.4407,-0.3033,-1.0063,0.2261,False,0.686,,-7.09,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ms,33.6,0.6025,0.4407,-1.3982,-2.3032,-0.7091,True,0.882,,23.15,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ri,39.4,0.45,0.4407,0.3145,-0.3885,1.0604,False,0.608,,-14.16,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,fl,33.9,0.4225,0.4407,-0.2186,-1.1984,0.5038,False,0.51,,13.22,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,nc,34.8,0.5275,0.4407,-0.7845,-1.6784,-0.1212,True,0.784,,3.26,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,nj,40.4,0.435,0.4407,0.7243,0.0489,1.1587,True,0.569,,-6.03,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ga,37.2,0.2775,0.4407,1.6224,0.5027,2.5022,True,0.098,,2.21,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,nm,39.7,0.5725,0.4407,-0.2753,-1.0769,0.3235,False,0.853,,-6.14,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,il,41.8,0.3475,0.4407,1.9034,1.263,2.1311,True,0.245,,-11.14,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,mo,32.1,0.36,0.4407,0.0,-1.4548,1.4846,False,0.275,,18.67,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ok,32.8,0.28,0.4407,0.696,0.0,1.4418,False,0.118,,34.94,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,wy,28.7,0.63,0.4407,-2.8782,-3.3737,-1.6995,True,0.922,,46.96,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,sc,35.2,0.455,0.4407,-0.221,-1.0297,0.209,False,0.627,,18.12,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,va,41.0,0.3875,0.4407,1.4173,0.8193,1.9013,True,0.324,,-5.89,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,nh,39.3,0.5725,0.4407,-0.4779,-0.9803,0.218,False,0.853,,-2.82,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,al,33.0,0.3475,0.4407,0.2831,-0.315,0.8502,False,0.245,,30.88,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,pa,35.2,0.3325,0.4407,1.0924,0.4622,1.4685,True,0.157,,1.73,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,id,29.2,0.705,0.4407,-3.0005,-3.6443,-1.8678,True,0.961,,37.52,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,hi,45.4,0.47,0.4407,1.1787,0.5464,1.3731,True,0.667,,-23.56,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ar,29.9,0.525,0.4407,-1.8729,-2.7444,-0.8196,True,0.765,,31.34,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,md,51.3,0.42,0.4407,2.1181,1.352,2.1181,True,0.49,,-29.51,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,wa,43.8,0.7325,0.4407,-0.3427,-1.8666,0.3011,False,0.98,,-18.93,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,sd,29.8,0.3675,0.4407,-0.7459,-1.2109,0.2138,False,0.294,,29.89,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ne,30.6,0.175,0.4407,0.7487,0.0,1.6723,False,0.039,,20.84,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,tn,32.3,0.4375,0.4407,-0.7519,-1.4978,-0.1458,True,0.588,,30.12,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,az,30.9,0.5275,0.4407,-1.7062,-2.871,-0.457,True,0.804,,5.59,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ma,41.4,0.515,0.4407,0.4622,-0.2138,0.8719,False,0.725,,-25.91,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ny,40.0,0.39,0.4407,1.1709,0.2247,1.7959,True,0.363,,-12.69,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,tx,36.1,0.41,0.4407,0.3391,-0.3573,0.8196,False,0.451,,13.88,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,wv,34.7,0.5225,0.4407,-0.7117,-1.4162,-0.1127,True,0.745,,42.69,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,wi,33.0,0.345,0.4407,0.3792,-0.5027,1.1452,False,0.216,,0.87,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,vt,41.7,0.6275,0.4407,-0.0935,-1.1984,0.3761,False,0.902,,-32.77,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,mi,30.9,0.3375,0.4407,0.0369,-1.1278,0.9903,False,0.176,,1.44,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,wi,32.1,0.318,0.3781,-0.0758,-0.7518,0.6124,False,0.402,closing,0.87,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,in,28.8,0.532,0.3781,-2.0852,-2.6793,-1.2487,True,0.882,widening,19.3,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,mt,27.2,0.562,0.3781,-2.7299,-3.0726,-1.8617,True,0.922,widening,20.58,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,oh,25.1,0.436,0.3781,-2.2712,-2.5723,-0.8465,True,0.706,widening,11.31,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ne,29.4,0.196,0.3781,0.625,0.0,1.232,False,0.078,closing,20.84,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,mn,31.7,0.378,0.3781,-0.5935,-1.1652,0.1483,False,0.569,closing,-4.34,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ct,35.8,0.468,0.3781,-0.2261,-0.9679,0.5239,False,0.765,flat,-14.76,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,hi,39.7,0.182,0.3781,3.0005,2.0229,3.3433,True,0.059,widening,-23.56,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,wa,34.4,0.294,0.3781,0.7519,-1.0166,2.3267,False,0.294,widening,-18.93,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,sc,34.7,0.296,0.3781,0.7458,0.0,1.3718,False,0.314,widening,18.12,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,la,34.1,0.292,0.3781,0.7359,-0.0593,1.4846,False,0.275,widening,22.36,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,mo,28.7,0.402,0.3781,-1.4945,-2.1129,0.2138,False,0.647,widening,18.67,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ky,32.4,0.504,0.3781,-1.1128,-1.8895,-0.2543,True,0.824,closing,31.03,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,vt,40.9,0.618,0.3781,0.3427,-0.7516,0.3427,False,0.941,widening,-32.77,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ny,38.0,0.318,0.3781,1.2104,0.1232,2.0371,True,0.402,flat,-12.69,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ak,29.3,0.334,0.3781,-0.6754,-1.3804,0.1458,False,0.431,widening,13.69,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ok,28.8,0.266,0.3781,-0.1456,-0.7397,0.5914,False,0.206,closing,34.94,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,md,36.9,0.262,0.3781,1.5866,0.2676,2.7109,True,0.176,closing,-29.51,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,pa,33.2,0.386,0.3781,-0.2906,-0.8092,0.2017,False,0.588,closing,1.73,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,tn,31.9,0.54,0.3781,-1.5941,-2.1405,-0.955,True,0.902,widening,30.12,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,wv,33.8,0.622,0.3781,-1.5262,-2.1896,-0.9,True,0.961,widening,42.69,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,de,39.8,0.314,0.3781,1.9702,0.8981,2.1646,True,0.353,widening,-14.96,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,nv,34.1,0.28,0.3781,0.8571,-0.2058,1.9347,False,0.235,flat,3.16,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,dc,51.4,0.156,0.3781,4.1398,4.1398,4.1398,True,0.02,widening,-86.63,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,il,37.9,0.394,0.3781,0.576,0.0,1.1327,False,0.627,closing,-11.14,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ks,31.0,0.29,0.3781,0.1166,-0.7516,1.0186,False,0.255,widening,16.41,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ut,15.7,0.298,0.3781,-1.6215,-1.6215,-1.3204,True,0.333,widening,22.21,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,sd,27.5,0.506,0.3781,-2.2459,-2.7109,-1.3905,True,0.843,widening,29.89,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,co,32.4,0.392,0.3781,-0.4868,-1.2635,0.3145,False,0.608,closing,-11.29,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,me,36.9,0.432,0.3781,0.2488,-0.3475,0.8027,False,0.667,flat,-7.09,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ar,30.1,0.45,0.3781,-1.173,-1.8617,-0.5579,True,0.725,closing,31.34,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ma,37.7,0.462,0.3781,0.1212,-0.47,0.9593,False,0.745,closing,-25.91,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,nm,32.7,0.744,0.3781,-2.215,-3.09,-1.3954,True,1.0,widening,-6.14,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,al,33.7,0.258,0.3781,1.0201,0.4049,1.6946,True,0.157,widening,30.88,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ca,38.9,0.164,0.3781,2.9672,1.9127,3.5377,True,0.039,widening,-20.8,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,tx,35.9,0.266,0.3781,1.3372,0.6897,1.8548,True,0.206,widening,13.88,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,or,38.6,0.366,0.3781,0.9891,0.0242,1.6965,True,0.539,closing,-14.87,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,fl,32.4,0.23,0.3781,0.955,0.1783,1.8135,True,0.118,widening,13.22,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,wy,29.6,0.434,0.3781,-1.1847,-2.0229,-0.3519,True,0.686,closing,46.96,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,va,39.5,0.342,0.3781,1.4489,0.4892,1.9139,True,0.451,flat,-5.89,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,nd,28.7,0.218,0.3781,0.1534,-0.2707,1.2556,False,0.098,widening,37.39,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ri,37.8,0.348,0.3781,0.8493,0.0,1.817,False,0.49,widening,-14.16,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,nh,35.7,0.476,0.3781,-0.3406,-0.9797,0.3685,False,0.784,closing,-2.82,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,mi,35.2,0.366,0.3781,0.221,-0.6875,1.126,False,0.539,widening,1.44,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ia,29.9,0.354,0.3781,-0.6745,-1.4261,0.0482,False,0.51,closing,13.45,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ga,31.6,0.232,0.3781,0.6024,-0.4696,2.1249,False,0.137,closing,2.21,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,az,33.4,0.526,0.3781,-1.0683,-2.1249,-0.078,True,0.863,closing,5.59,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,nj,36.3,0.346,0.3781,0.6544,-0.0975,1.4003,False,0.471,flat,-6.03,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,id,25.7,0.484,0.3781,-2.3755,-2.5699,-1.1968,True,0.804,closing,37.52,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,nc,38.6,0.316,0.3781,1.4056,0.4892,2.1129,True,0.373,widening,3.26,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 26 - November 29,ms,35.4,0.634,0.3781,-1.4247,-2.384,-0.465,True,0.98,flat,23.15,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,November 30 - December 27,ma,42.8,0.895,0.6937,0.9299,0.0918,1.1243,True,0.755,widening,-25.91,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,November 30 - December 27,il,34.0,1.1775,0.6937,-1.2797,-2.1049,-0.4344,True,0.922,widening,-11.14,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,November 30 - December 27,vt,34.4,0.9025,0.6937,-0.5177,-1.4726,0.2058,False,0.784,widening,-32.77,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
